Dex,Pokemon,Primary Type,Secondary Type,Level,Rarity,Sky,Light,Time,Weather,Biomes (Wiki),Anti-Biomes (Wiki),Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase (Wiki),Anti-Moon Phase (Wiki),Presets,Gen #,Labels,Egg Groups,Spawn Weight,Context,Spawn ID,Species Archive,Spawn Directory,Species Directory
#0714,Noibat,Flying,Dragon,10-25,Uncommon,Any,0 - 5,Any,Any,Overworld,"Deep Dark, Dripstone",,,,,,,Natural,Gen 6,,"Flying, Dragon",5,Grounded,noibat-3,generation6/noibat.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0714,Noibat,Flying,Dragon,15-30,Uncommon,Any,0 - 7,Any,Any,Dripstone,Deep Dark,,,,,,,Natural,Gen 6,,"Flying, Dragon",9,Grounded,noibat-4,generation6/noibat.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0714,Noibat,Flying,Dragon,20-35,Uncommon,Any,0 - 7,Any,Any,Deep Dark,,,,,,,,Natural,Gen 6,,"Flying, Dragon",9,Grounded,noibat-5,generation6/noibat.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0715,Noivern,Flying,Dragon,50-60,Rare,Any,8 - 15,Night,Any,Spooky,,,,,,,Full Moon,Natural,Gen 6,,"Flying, Dragon",5,Grounded,noivern-1,generation6/noivern.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0715,Noivern,Flying,Dragon,50-60,Uncommon,Any,6 - 15,Night,Any,Spooky,,,,,,Full Moon,,Natural,Gen 6,,"Flying, Dragon",2,Grounded,noivern-2,generation6/noivern.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0715,Noivern,Flying,Dragon,50-70,Rare,Any,0 - 7,Any,Any,Overworld,"Deep Dark, Dripstone",,,,,,,Natural,Gen 6,,"Flying, Dragon",5,Grounded,noivern-3,generation6/noivern.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0715,Noivern,Flying,Dragon,50-80,Ultra-Rare,Any,0 - 7,Any,Any,Deep Dark,,,,,,,,Natural,Gen 6,,"Flying, Dragon",1,Grounded,noivern-4,generation6/noivern.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0715,Noivern,Flying,Dragon,50-80,Rare,Any,0 - 7,Any,Any,Deep Dark,,,,,,,,Natural,Gen 6,,"Flying, Dragon",1,Grounded,noivern-5,generation6/noivern.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0299,Nosepass,Rock,-----,13-38,Uncommon,Any,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 3,,Mineral,5.4,Grounded,nosepass-1,generation3/nosepass.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0322,Numel,Fire,Ground,6-31,Common,Any,8 - 15,Any,Any,Badlands,,,,,,,,Natural,Gen 3,,Field,5.4,Grounded,numel-1,generation3/numel.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0322,Numel,Fire,Ground,6-31,Common,Any,8 - 15,Any,Any,Volcanic,,,,,,,,Natural,Gen 3,,Field,9,Grounded,numel-2,generation3/numel.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0322,Numel,Fire,Ground,6-31,Common,Any,Any,Any,Any,"Nether: Overgrowth, Nether: Wasteland",,,,,,,,Natural,Gen 3,,Field,5.4,Grounded,numel-3,generation3/numel.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0274,Nuzleaf,Grass,Dark,14-34,Common,Any,8 - 15,Any,Any,Forest,,,,,,,,"Natural, Treetop",Gen 3,,"Field, Grass",0.54,Grounded,nuzleaf-1,generation3/nuzleaf.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0919,Nymble,Bug,-----,7-25,Common,MUST SEE,Any,Any,Any,Plains,,,,,,,,,Gen 9,,Bug,10,Grounded,nymble-1,generation9/nymble.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0919,Nymble,Bug,-----,7-22,Common,MUST SEE,Any,Any,Any,Forest,"Cold Ocean, Freezing, Peak, Taiga, Tundra",,,,,,,,Gen 9,,Bug,10,Grounded,nymble-2,generation9/nymble.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0862,Obstagoon,Dark,Normal,35-52,Common,Any,8 - 15,Any,Any,Taiga,,,,,,,,"Natural, Wild",Gen 8,,Field,0.1,Grounded,obstagoon-1,generation8/obstagoon.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0043,Oddish,Grass,Poison,7-32,Common,Any,8 - 15,Any,Any,Jungle,,,,,,,,Natural,Gen 1,,Grass,9,Grounded,oddish-1,generation1/oddish.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0043,Oddish,Grass,Poison,7-32,Common,Any,8 - 15,Any,Any,Temperate,,,,,,,,Natural,Gen 1,,Grass,1.8,Grounded,oddish-2,generation1/oddish.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0043,Oddish Valencian,Grass,Poison,7-32,Common,Any,8 - 15,Any,Any,"Savanna, Tropical Island",,,,,,,,Natural,Gen 1,,Grass,1.8,Grounded,oddish-valencian-3,generation1/oddish.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#1017,Ogerpon,Grass,-----,50-70,Ultra-Rare,Any,Any,Any,Any,Lush,,,,,,,,,Gen 9,,Undiscovered,1,Grounded,ogerpon-1,generation9/ogerpon.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0916,Oinkologne,Normal,-----,18-49,Common,Any,8 - 15,Any,Any,"Mushroom, Temperate",Mushroom Fields,,,,,,,Natural,Gen 9,,Field,1,Grounded,oinkologne-1,generation9/oinkologne.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0916,Oinkologne,Normal,-----,18-49,Common,Any,8 - 15,Any,Any,Swamp,,,,,,,,Natural,Gen 9,,Field,0.2,Grounded,oinkologne-2,generation9/oinkologne.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0916,Oinkologne,Normal,-----,18-49,Common,Any,Any,Any,Any,"Nether: Crimson, Nether: Fungus, Nether: Overgrowth",Nether: Warped,,,,,,,Natural,Gen 9,,Field,1,Grounded,oinkologne-3,generation9/oinkologne.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0138,Omanyte,Rock,Water,11-36,Ultra-Rare,Any,0 - 7,Any,Any,Lush,,,,,,,,Natural,Gen 1,,"Water_1, Water_3",9,Grounded,omanyte-1,generation1/omanyte.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0138,Omanyte,Rock,Water,11-36,Ultra-Rare,Any,0 - 7,Any,Any,Lush,,,,,,,,Underwater,Gen 1,,"Water_1, Water_3",9,Submerged,omanyte-2,generation1/omanyte.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0139,Omastar,Rock,Water,40-50,Ultra-Rare,Any,0 - 7,Any,Any,Lush,,,,,,,,Natural,Gen 1,,"Water_1, Water_3",1,Grounded,omastar-1,generation1/omastar.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0139,Omastar,Rock,Water,40-50,Ultra-Rare,Any,0 - 7,Any,Any,Lush,,,,,,,,Underwater,Gen 1,,"Water_1, Water_3",1,Submerged,omastar-2,generation1/omastar.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0095,Onix,Rock,Ground,14-39,Uncommon,Any,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 1,,Mineral,5.4,Grounded,onix-1,generation1/onix.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0095,Onix,Rock,Ground,14-39,Uncommon,Any,Any,Any,Any,Nether: Basalt,,,,,,,,Natural,Gen 1,,Mineral,1.8,Grounded,onix-2,generation1/onix.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0826,Orbeetle,Bug,Psychic,27-39,Rare,MUST SEE,Any,Any,Any,Temperate,Spooky,,,,,,,Natural,Gen 8,,Bug,1,Grounded,orbeetle-1,generation8/orbeetle.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0968,Orthworm,Steel,-----,24-45,Rare,MUST SEE,Any,Any,Any,Desert,,,,,,,,Natural,Gen 9,,Field,2,Grounded,orthworm-1,generation9/orthworm.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0501,Oshawott,Water,-----,5-31,Ultra-Rare,Any,8 - 15,Any,Any,Beach,Freezing,,,,,,,Natural,Gen 5,,Field,9,Grounded,oshawott-1,generation5/oshawott.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0501,Oshawott,Water,-----,5-31,Ultra-Rare,Any,8 - 15,Any,Any,Beach,Freezing,,,,,,,Water_Surface,Gen 5,,Field,9,Surface,oshawott-2,generation5/oshawott.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0501,Oshawott Hisuian,Water,-----,5-31,Ultra-Rare,Any,8 - 15,Any,Any,Coast,Beach,,,,,,,Natural,Gen 5,,Field,9,Grounded,oshawott-hisui-3,generation5/oshawott.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0501,Oshawott Hisuian,Water,-----,5-31,Ultra-Rare,Any,8 - 15,Any,Any,Coast,Beach,,,,,,,Water_Surface,Gen 5,,Field,9,Surface,oshawott-hisui-4,generation5/oshawott.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0501,Oshawott Hisuian,Water,-----,5-31,Ultra-Rare,Any,8 - 15,Any,Any,Snowy Beach,,,,,,,,Natural,Gen 5,,Field,9,Grounded,oshawott-hisui-5,generation5/oshawott.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0501,Oshawott Hisuian,Water,-----,5-31,Ultra-Rare,Any,8 - 15,Any,Any,Snowy Beach,,,,,,,,Water_Surface,Gen 5,,Field,9,Surface,oshawott-hisui-6,generation5/oshawott.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0904,Overqwil,Dark,Poison,39-51,Uncommon,MUST SEE,Any,Any,Any,Cold Ocean,,,Ocean Monument,,,,,Underwater,Gen 8,,Water_2,1,Submerged,overqwil-1,generation8/overqwil.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0904,Overqwil,Dark,Poison,39-51,Common,MUST SEE,Any,Any,Any,"Cold Ocean, Frozen Ocean",,,,,,,,"Underwater, Ocean_Monument",Gen 8,,Water_2,10,Submerged,overqwil-2,generation8/overqwil.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0417,Pachirisu,Electric,-----,16-41,Uncommon,Any,8 - 15,Any,Any,Forest,Spooky,,,,,,,"Natural, Treetop",Gen 4,,"Field, Fairy",10,Grounded,pachirisu-1,generation4/pachirisu.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0484,Palkia,Water,Dragon,50-70,Ultra-Rare,Any,Any,Any,Any,Lukewarm,,,,,,,,,Gen 4,Legendary,Undiscovered,1,Submerged,palkia-1,generation4/palkia.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0484,Palkia,Water,Dragon,50-70,Ultra-Rare,Any,Any,Any,Clear,Beach,,,,Sand,,,,,Gen 4,Legendary,Undiscovered,1,Grounded,palkia-2,generation4/palkia.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0484,Palkia,Water,Dragon,50-70,Ultra-Rare,Any,Any,Any,Any,End,,,,,,,,,Gen 4,Legendary,Undiscovered,1,Grounded,palkia-3,generation4/palkia.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0770,Palossand,Ghost,Ground,38-44,Rare,MUST SEE,Any,Any,Any,Beach,,,,,,,,,Gen 7,,Amorphous,5,Grounded,palossand-1,generation7/palossand.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0536,Palpitoad,Water,Ground,25-30,Uncommon,MUST SEE,Any,Any,Any,River,,,,,,,,Underwater,Gen 5,,Water_1,1,Submerged,palpitoad-1,generation5/palpitoad.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0536,Palpitoad,Water,Ground,25-30,Uncommon,MUST SEE,Any,Any,Any,River,,,,,,,,Natural,Gen 5,,Water_1,3,Grounded,palpitoad-2,generation5/palpitoad.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0046,Paras,Bug,Grass,4-29,Uncommon,Any,0 - 7,Any,Any,Lush,,,,,,,,Natural,Gen 1,,"Bug, Grass",9,Grounded,paras-1,generation1/paras.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0046,Paras,Bug,Grass,4-29,Common,Any,Any,Any,Any,Mushroom,,,,,,,,Natural,Gen 1,,"Bug, Grass",9,Grounded,paras-2,generation1/paras.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0046,Paras,Bug,Grass,4-29,Common,Any,Any,Any,Any,Nether: Fungus,Nether: Warped,,,,,,,Natural,Gen 1,,"Bug, Grass",9,Grounded,paras-3,generation1/paras.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0047,Parasect,Bug,Grass,24-41,Uncommon,Any,0 - 7,Any,Any,Lush,,,,,,,,Natural,Gen 1,,"Bug, Grass",1,Grounded,parasect-1,generation1/parasect.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0047,Parasect,Bug,Grass,24-41,Common,Any,Any,Any,Any,Mushroom,,,,,,,,Natural,Gen 1,,"Bug, Grass",1,Grounded,parasect-2,generation1/parasect.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0047,Parasect,Bug,Grass,24-41,Common,Any,Any,Any,Any,Nether: Fungus,Nether: Warped,,,,,,,Natural,Gen 1,,"Bug, Grass",1,Grounded,parasect-3,generation1/parasect.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0504,Patrat,Normal,-----,1-26,Common,Any,8 - 15,Any,Any,Grassland,,,,,,,,Natural,Gen 5,,Field,9,Grounded,patrat-1,generation5/patrat.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0921,Pawmi,Electric,-----,7-17,Uncommon,MUST SEE,Any,Any,Any,Plains,,,,,,,,Natural,Gen 9,,Field,9,Grounded,pawmi-1,generation9/pawmi.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0922,Pawmo,Electric,Fighting,18-34,Uncommon,MUST SEE,Any,Any,Any,Plains,,,,,,,,Natural,Gen 9,,Field,2,Grounded,pawmo-1,generation9/pawmo.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0923,Pawmot,Electric,Fighting,30-45,Uncommon,MUST SEE,Any,Any,Any,Plains,,,,,,,,Natural,Gen 9,,Field,0.18,Grounded,pawmot-1,generation9/pawmot.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0624,Pawniard,Dark,Steel,10-38,Rare,Any,Any,Any,Any,Bamboo,,,,,,,,Natural,Gen 5,,Human_Like,4,Grounded,pawniard-1,generation5/pawniard.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#1025,Pecharunt,Poison,Ghost,50-70,Ultra-Rare,MUST SEE,Any,Any,Any,Spooky,,,,,,,,,Gen 9,"Mythical, Legendary",Undiscovered,3,Grounded,pecharunt-1,generation9/pecharunt.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0279,Pelipper,Water,Flying,25-44,Common,Any,8 - 15,Day,Any,"Coast, Ocean, Sky, Tropical Island",Freezing,,,,,,,"Natural, Treetop",Gen 3,,"Water_1, Flying",1,Grounded,pelipper-1,generation3/pelipper.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0863,Perrserker,Steel,-----,28-44,Common,Any,8 - 15,Any,Any,"Freezing, Taiga",,,,,,,,"Natural, Urban",Gen 8,,Field,1,Grounded,perrserker-1,generation8/perrserker.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0863,Perrserker,Steel,-----,28-44,Common,Any,8 - 15,Any,Any,"Freezing, Taiga",,,,,,,,"Natural, Village",Gen 8,,Field,1,Grounded,perrserker-2,generation8/perrserker.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0053,Persian,Normal,-----,28-44,Common,Any,8 - 15,Any,Clear,Overworld,"Arid, Freezing, Taiga",,Village,,,,,"Natural, Urban",Gen 1,Kanto Regional,Field,1,Grounded,persian-1,generation1/persian.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0053,Persian,Normal,-----,28-44,Common,Any,8 - 15,Any,Clear,Overworld,"Arid, Freezing, Taiga",,,,,,,"Natural, Village",Gen 1,Kanto Regional,Field,1,Grounded,persian-2,generation1/persian.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0053,Persian,Normal,-----,28-44,Common,Any,8 - 15,Any,Any,Arid,,,Village,,,,,"Natural, Urban",Gen 1,Kanto Regional,Field,1,Grounded,persian-3,generation1/persian.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0053,Persian,Normal,-----,28-44,Common,Any,8 - 15,Any,Any,Arid,,,,,,,,"Natural, Village",Gen 1,Kanto Regional,Field,1,Grounded,persian-4,generation1/persian.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0053,Persian Alolan,Dark,-----,28-44,Common,Any,8 - 15,Any,Clear,Overworld,"Arid, Freezing",,,,,,,"Natural, Illager_Structures",Gen 1,Kanto Regional,Field,6,Grounded,persian-alolan-5,generation1/persian.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0053,Persian Alolan,Dark,-----,28-44,Common,Any,8 - 15,Any,Any,"Arid, Freezing",,,,,,,,"Natural, Illager_Structures",Gen 1,Kanto Regional,Field,6,Grounded,persian-alolan-6,generation1/persian.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0053,Persian Alolan,Dark,-----,28-44,Uncommon,CANNOT SEE,Any,Any,Any,Overworld,,,,,,,,Illager_Structures,Gen 1,Kanto Regional,Field,6,Grounded,persian-alolan-7,generation1/persian.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0548,Petilil,Grass,-----,3-28,Common,Any,8 - 15,Any,Any,Floral,Hills,,,,,,,"Natural, Wild",Gen 5,,Grass,9,Grounded,petilil-1,generation5/petilil.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0548,Petilil,Grass,-----,3-28,Common,Any,8 - 15,Any,Any,"Forest, Tropical Island","Hills, Freezing, Spooky",,,,,,,"Natural, Wild",Gen 5,,Grass,1.8,Grounded,petilil-2,generation5/petilil.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0548,Petilil,Grass,-----,3-28,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 5,,Grass,9,Grounded,petilil-3,generation5/petilil.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0548,Petilil Hisuian,Grass,-----,3-28,Common,Any,8 - 15,Any,Any,Hills,"Arid, Freezing, Spooky",,,,,,,"Natural, Wild",Gen 5,,Grass,5.4,Grounded,petilil-hisui-4,generation5/petilil.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0231,Phanpy,Ground,-----,8-33,Common,Any,8 - 15,Any,Any,Badlands,,,,,,,,"Natural, Wild",Gen 2,,Field,1.8,Grounded,phanpy-1,generation2/phanpy.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0231,Phanpy,Ground,-----,8-33,Common,Any,8 - 15,Any,Any,Savanna,,,,,,,,"Natural, Wild",Gen 2,,Field,5.4,Grounded,phanpy-2,generation2/phanpy.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0708,Phantump,Ghost,Grass,6-31,Common,Any,8 - 15,Night,Any,"Forest, Taiga",,,,,,,,"Natural, Wild",Gen 6,,"Grass, Amorphous",1.8,Grounded,phantump-1,generation6/phantump.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0708,Phantump,Ghost,Grass,6-31,Common,Any,8 - 15,Night,Any,Spooky,,,,,,,,"Natural, Wild",Gen 6,,"Grass, Amorphous",9,Grounded,phantump-2,generation6/phantump.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0708,Phantump,Ghost,Grass,6-31,Common,Any,Any,Any,Any,"Nether: Forest, Nether: Warped",Nether: Desert,,,,,,,"Natural, Wild",Gen 6,,"Grass, Amorphous",5.4,Grounded,phantump-3,generation6/phantump.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0489,Phione,Water,-----,50-70,Ultra-Rare,Any,Any,Any,Any,Ocean,,,,,,,,,Gen 4,"Mythical, Legendary","Water_1, Fairy",3,Submerged,phione-1,generation4/phione.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0172,Pichu,Electric,-----,1-21,Uncommon,Any,8 - 15,Any,Any,Forest,Spooky,,,,,,,Natural,Gen 2,Baby,Undiscovered,5.4,Grounded,pichu-1,generation2/pichu.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0018,Pidgeot,Normal,Flying,36-48,Common,Any,8 - 15,Day,Any,"Temperate, Sky",Spooky,,,,,,,"Natural, Treetop",Gen 1,,Flying,0.1,Grounded,pidgeot-1,generation1/pidgeot.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0017,Pidgeotto,Normal,Flying,18-35,Common,Any,8 - 15,Day,Any,"Temperate, Sky",Spooky,,,,,,,"Natural, Treetop",Gen 1,,Flying,0.9,Grounded,pidgeotto-1,generation1/pidgeotto.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0016,Pidgey,Normal,Flying,1-25,Common,Any,8 - 15,Day,Any,"Temperate, Sky",Spooky,,,,,,,"Natural, Treetop",Gen 1,,Flying,9,Grounded,pidgey-1,generation1/pidgey.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0519,Pidove,Normal,Flying,1-26,Common,Any,8 - 15,Day,Any,"Mountain, Sky",,,,,,,,"Natural, Treetop",Gen 5,,Flying,9,Grounded,pidove-2,generation5/pidove.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0519,Pidove,Normal,Flying,1-26,Common,Any,8 - 15,Day,Any,Overworld,"Arid, Tundra",,,,,,,"Natural, Urban",Gen 5,,Flying,9,Grounded,pidove-3,generation5/pidove.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0519,Pidove,Normal,Flying,1-26,Common,Any,8 - 15,Day,Any,Overworld,"Arid, Tundra",,,,,,,"Natural, Village",Gen 5,,Flying,9,Grounded,pidove-4,generation5/pidove.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0499,Pignite,Fire,Fighting,17-42,Ultra-Rare,Any,8 - 15,Any,Any,Plains,,,,,,,,Natural,Gen 5,,Field,0.9,Grounded,pignite-1,generation5/pignite.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0499,Pignite,Fire,Fighting,17-42,Ultra-Rare,Any,Any,Any,Any,"Nether: Crimson, Nether: Overgrowth",,,,,,,,Natural,Gen 5,,Field,0.9,Grounded,pignite-2,generation5/pignite.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0025,Pikachu,Electric,-----,16-32,Uncommon,Any,8 - 15,Any,Any,Forest,Spooky,,,,,,,Natural,Gen 1,Kanto Regional,"Field, Fairy",0.54,Grounded,pikachu-1,generation1/pikachu.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0025,Pikachu Alolan,Electric,-----,16-32,Uncommon,Any,8 - 15,Any,Any,"Beach, Tropical Island",Freezing,,,,,,,Natural,Gen 1,Kanto Regional,Undiscovered,1.8,Grounded,pikachu-alola-2,generation1/pikachu.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0731,Pikipek,Normal,Flying,9-18,Uncommon,MUST SEE,Any,Any,Any,"Forest, Jungle, Taiga",,,,,,,,,Gen 7,,Flying,4,Grounded,pikipek-1,generation7/pikipek.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
